Heliostat ID,Pos-x,Pos-y,Pos-z,Aim-x,Aim-y,Aim-z,Reflectivity,Soiling,Total eff,Cosine eff,Attenuation,Blocking,Shading,Intercept eff.,Power [kW],Annual energy,Annual efficiency
255,-27.86645897,92.0893098,0,0,0,100,0.95,0.95,0.851167977,0.963350146,0.979015474,1,1,0.999986971,20.02934404,18432.25532,0.770753202
105,24.36075288,78.37227757,0,0,0,100,0.95,0.95,0.863720086,0.976616686,0.979957623,1,1,0.999987043,20.30517323,18704.07439,0.773103454
173,-31.13274512,83.5288724,0,0,0,100,0.95,0.95,0.854709534,0.966883283,0.979496626,1,1,0.999986971,20.10280271,18508.94863,0.770615935
180,17.55295152,87.39687773,0,0,0,100,0.95,0.95,0.859643501,0.972466575,0.979496626,1,1,0.99998514,20.21888684,18615.79493,0.77380325
260,7.061532396,95.95371424,0,0,0,100,0.95,0.95,0.855049459,0.967745842,0.979015474,1,1,0.999984241,20.12073646,18516.30979,0.773878182
256,-21.03244174,93.88619126,0,0,0,100,0.95,0.95,0.852362218,0.964701786,0.979015474,1,1,0.999986971,20.05744645,18458.11692,0.772203074
28,-34.0370511,66.83172265,0,0,0,100,0.95,0.95,0.861830836,0.974040253,0.980396068,1,1,0.999991601,20.25160573,18663.1622,0.76998779
259,1.00E-14,96.21320344,0,0,0,100,0.95,0.95,0.854697432,0.967347418,0.979015474,1,1,0.999984241,20.11245269,18508.68657,0.774088594
257,-14.08497457,95.17664633,0,0,0,100,0.95,0.95,0.853349744,0.965821844,0.979015474,1,1,0.999984509,20.08073395,18479.50204,0.773249864
97,-31.01038339,75.98694818,0,0,0,100,0.95,0.95,0.858821402,0.971076433,0.979957623,1,1,0.999988344,20.18998392,18597.99217,0.771103898
258,-7.061532396,95.95371424,0,0,0,100,0.95,0.95,0.854130135,0.966705091,0.979015474,1,1,0.999984509,20.09909785,18496.4016,0.773878452
174,-24.41955427,85.73217432,0,0,0,100,0.95,0.95,0.856109038,0.968466462,0.979496626,1,1,0.999986971,20.13571911,18539.25525,0.772428761
104,17.53062315,80.17691328,0,0,0,100,0.95,0.95,0.864043119,0.976981942,0.979957623,1,1,0.999987043,20.3127674,18711.06975,0.774621475
179,10.57607519,88.51252441,0,0,0,100,0.95,0.95,0.859651482,0.972476478,0.979496626,1,1,0.999984241,20.21909273,18615.96775,0.774726482
36,20.91642045,72.02432475,0,0,0,100,0.95,0.95,0.868131504,0.981165734,0.980396068,1,1,0.999987043,20.39975405,18799.60476,0.774409608
175,-17.55295152,87.39687773,0,0,0,100,0.95,0.95,0.857285693,0.969797543,0.979496626,1,1,0.999986971,20.16339408,18564.736,0.773801614
178,3.532756388,89.07210549,0,0,0,100,0.95,0.95,0.859417995,0.972212346,0.979496626,1,1,0.999984241,20.21360109,18610.91153,0.775189638
98,-24.36075288,78.37227757,0,0,0,100,0.95,0.95,0.860341225,0.972794909,0.979957623,1,1,0.999988344,20.22571335,18630.90431,0.773103749
29,-27.59912658,69.73727993,0,0,0,100,0.95,0.95,0.863619381,0.976064843,0.980396068,1,1,0.999988344,20.29369968,18701.89359,0.772456063
176,-10.57607519,88.51252441,0,0,0,100,0.95,0.95,0.858230923,0.970869217,0.979496626,1,1,0.999984509,20.18567562,18585.20519,0.774727087
177,-3.532756388,89.07210549,0,0,0,100,0.95,0.95,0.858943767,0.971675618,0.979496626,1,1,0.999984509,20.2024418,18600.64201,0.775189612
103,10.57060155,81.38748402,0,0,0,100,0.95,0.95,0.864093671,0.977040792,0.979957623,1,1,0.999985313,20.31399096,18712.16446,0.775644815
35,14.04820282,73.6725729,0,0,0,100,0.95,0.95,0.868389133,0.981458605,0.980396068,1,1,0.999985313,20.40584323,18805.18377,0.775825255
99,-17.53062315,80.17691328,0,0,0,100,0.95,0.95,0.861614169,0.974234237,0.979957623,1,1,0.999988344,20.25563892,18658.47023,0.774621087
102,3.532257853,81.99502013,0,0,0,100,0.95,0.95,0.863874394,0.976792853,0.979957623,1,1,0.999985313,20.30883598,18707.41597,0.776157757
30,-20.91642045,72.02432475,0,0,0,100,0.95,0.95,0.865142457,0.977786228,0.980396068,1,1,0.999988344,20.32948959,18734.8762,0.774409621
100,-10.57060155,81.38748402,0,0,0,100,0.95,0.95,0.862629843,0.975385009,0.979957623,1,1,0.999985944,20.27956501,18680.4649,0.775644688
101,-3.532257853,81.99502013,0,0,0,100,0.95,0.95,0.863385758,0.976239731,0.979957623,1,1,0.999985944,20.29733583,18696.83444,0.776156947
34,7.055389169,74.66740576,0,0,0,100,0.95,0.95,0.868342396,0.981405783,0.980396068,1,1,0.999985313,20.40474499,18804.17168,0.776679886
31,-14.04820282,73.6725729,0,0,0,100,0.95,0.95,0.866383117,0.979190775,0.980396068,1,1,0.999985944,20.35869201,18761.74299,0.775825507
33,0,75,0,0,0,100,0.95,0.95,0.867990706,0.981007681,0.980396068,1,1,0.999985944,20.39646791,18796.55573,0.776964923
32,-7.055389169,74.66740576,0,0,0,100,0.95,0.95,0.867335719,0.980267412,0.980396068,1,1,0.999985944,20.38107672,18782.37184,0.776679434
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
