Heliostat ID,Pos-x,Pos-y,Pos-z,Aim-x,Aim-y,Aim-z,Reflectivity,Soiling,Total eff,Cosine eff,Attenuation,Blocking,Shading,Intercept eff.,Power [kW],Annual energy,Annual efficiency,
5928,942.57,830.91,0.00,6.38,5.62,150.00,0.9500,0.9500,0.5939,0.7999,0.8829,1.0000,1.0000,0.9318,74079.31,179170032.7,0.5467,
6113,-901.63,949.30,0.00,-5.85,6.16,150.00,0.9500,0.9500,0.5699,0.7823,0.8790,1.0000,1.0000,0.9183,71089.74,179182699.4,0.5478,
5104,-1034.43,413.98,0.00,-7.89,3.16,150.00,0.9500,0.9500,0.5954,0.7627,0.8937,1.0000,1.0000,0.9678,74269.37,179188109.5,0.5400,
6468,548.00,1246.83,0.00,3.42,7.78,150.00,0.9500,0.9500,0.5719,0.8079,0.8751,0.9973,1.0000,0.8987,71335.13,179192699.0,0.5518,
1861,-512.80,-149.88,0.00,-8.16,-2.38,150.00,0.9500,0.9500,0.6414,0.7663,0.9406,0.9860,1.0000,1.0000,80005.48,179216707.0,0.5561,
4604,-987.83,283.40,0.00,-8.17,2.34,150.00,0.9500,0.9500,0.5987,0.7597,0.9004,0.9880,1.0000,0.9816,74673.83,179226155.8,0.5401,
953,-260.77,-255.08,0.00,-6.08,-5.94,150.00,0.9500,0.9500,0.6628,0.7821,0.9552,0.9830,1.0000,1.0000,82667.74,179298216.9,0.5780,
2503,-647.61,-106.05,0.00,-8.39,-1.37,150.00,0.9500,0.9500,0.6357,0.7574,0.9303,1.0000,1.0000,0.9997,79297.47,179319524.1,0.5484,
3808,868.10,100.59,0.00,8.44,0.98,150.00,0.9500,0.9500,0.6433,0.7852,0.9125,1.0000,1.0000,0.9949,80247.45,179323880.3,0.5445,
5685,990.99,690.52,0.00,6.97,4.86,150.00,0.9500,0.9500,0.6024,0.7968,0.8866,1.0000,1.0000,0.9449,75142.45,179328163.3,0.5466,
1291,357.62,-210.96,0.00,7.32,-4.32,150.00,0.9500,0.9500,0.6866,0.8002,0.9508,1.0000,1.0000,1.0000,85648.05,179328644.6,0.5720,
1137,-319.72,-236.27,0.00,-6.84,-5.05,150.00,0.9500,0.9500,0.6684,0.7776,0.9523,1.0000,1.0000,1.0000,83369.81,179331509.8,0.5720,
1229,-342.23,-235.10,0.00,-7.01,-4.81,150.00,0.9500,0.9500,0.6646,0.7745,0.9508,1.0000,1.0000,1.0000,82897.39,179333300.6,0.5703,
731,-74.87,-307.85,0.00,-2.01,-8.26,150.00,0.9500,0.9500,0.6834,0.7894,0.9592,1.0000,1.0000,1.0000,85244.52,179364379.4,0.5830,
3364,-805.62,8.17,0.00,-8.50,0.09,150.00,0.9500,0.9500,0.6240,0.7548,0.9180,1.0000,1.0000,0.9977,77829.20,179372261.3,0.5414,
1200,335.25,-213.67,0.00,7.17,-4.57,150.00,0.9500,0.9500,0.6898,0.8025,0.9523,1.0000,1.0000,1.0000,86038.31,179373196.9,0.5738,
2446,624.34,-86.64,0.00,8.42,-1.17,150.00,0.9500,0.9500,0.6641,0.7893,0.9325,1.0000,1.0000,0.9998,82842.03,179395571.8,0.5532,
5355,-1033.83,524.25,0.00,-7.58,3.84,150.00,0.9500,0.9500,0.5906,0.7668,0.8903,1.0000,1.0000,0.9587,73672.42,179448025.9,0.5419,
4852,-1023.94,307.85,0.00,-8.14,2.45,150.00,0.9500,0.9500,0.5994,0.7587,0.8972,1.0000,1.0000,0.9756,74763.78,179449345.5,0.5423,
4457,944.38,283.93,0.00,8.14,2.45,150.00,0.9500,0.9500,0.6214,0.7895,0.9036,0.9789,1.0000,0.9858,77505.14,179456974.2,0.5499,
2826,-712.26,-5.27,0.00,-8.50,-0.06,150.00,0.9500,0.9500,0.6183,0.7614,0.9257,0.9728,1.0000,0.9994,77127.41,179461245.4,0.5462,
5197,1023.61,440.03,0.00,7.81,3.36,150.00,0.9500,0.9500,0.6159,0.7904,0.8937,1.0000,1.0000,0.9662,76826.55,179461777.3,0.5483,
733,-135.60,-286.34,0.00,-3.64,-7.68,150.00,0.9500,0.9500,0.6846,0.7908,0.9592,1.0000,1.0000,1.0000,85395.38,179470175.9,0.5819,
3184,-772.86,-5.71,0.00,-8.50,-0.06,150.00,0.9500,0.9500,0.6274,0.7562,0.9207,1.0000,1.0000,0.9985,78258.01,179472838.5,0.5427,
859,-183.28,-295.60,0.00,-4.48,-7.22,150.00,0.9500,0.9500,0.6746,0.7813,0.9566,1.0000,1.0000,1.0000,84141.18,179481525.4,0.5846,
5860,-963.31,806.78,0.00,-6.52,5.46,150.00,0.9500,0.9500,0.5785,0.7775,0.8829,1.0000,1.0000,0.9338,72163.37,179505998.9,0.5442,
2063,544.09,-116.61,0.00,8.31,-1.78,150.00,0.9500,0.9500,0.6726,0.7939,0.9388,1.0000,1.0000,1.0000,83890.62,179523683.6,0.5580,
4103,-936.71,144.24,0.00,-8.40,1.29,150.00,0.9500,0.9500,0.6119,0.7553,0.9067,1.0000,1.0000,0.9902,76327.18,179551493.1,0.5397,
2375,-619.37,-117.01,0.00,-8.35,-1.58,150.00,0.9500,0.9500,0.6385,0.7588,0.9325,1.0000,1.0000,0.9998,79643.34,179574814.0,0.5505,
6115,-852.42,993.72,0.00,-5.53,6.45,150.00,0.9500,0.9500,0.5719,0.7850,0.8790,1.0000,1.0000,0.9183,71330.79,179580379.1,0.5460,
2318,596.46,-97.67,0.00,8.39,-1.37,150.00,0.9500,0.9500,0.6670,0.7907,0.9347,1.0000,1.0000,0.9999,83193.37,179637722.6,0.5552,
4704,972.21,333.05,0.00,8.04,2.75,150.00,0.9500,0.9500,0.6254,0.7898,0.9004,0.9939,1.0000,0.9805,78010.97,179643260.8,0.5467,
6421,-548.00,1246.83,0.00,-3.42,7.78,150.00,0.9500,0.9500,0.5666,0.7968,0.8751,1.0000,1.0000,0.9003,70674.11,179648420.0,0.5516,
3724,-871.09,70.08,0.00,-8.47,0.68,150.00,0.9500,0.9500,0.6185,0.7547,0.9125,1.0000,1.0000,0.9951,77154.11,179741619.7,0.5407,
2191,570.34,-107.75,0.00,8.35,-1.58,150.00,0.9500,0.9500,0.6697,0.7922,0.9367,1.0000,1.0000,0.9999,83529.40,179752149.8,0.5569,
5441,1020.23,550.25,0.00,7.48,4.03,150.00,0.9500,0.9500,0.6097,0.7932,0.8903,1.0000,1.0000,0.9567,76051.36,179755229.6,0.5499,
1603,-456.08,-183.22,0.00,-7.89,-3.17,150.00,0.9500,0.9500,0.6464,0.7684,0.9443,0.9871,1.0000,1.0000,80627.10,179779822.6,0.5560,
1807,500.69,-107.31,0.00,8.31,-1.78,150.00,0.9500,0.9500,0.6622,0.8005,0.9425,0.9725,1.0000,1.0000,82595.32,179793413.7,0.5621,
5440,1005.97,575.91,0.00,7.38,4.22,150.00,0.9500,0.9500,0.6106,0.7944,0.8903,1.0000,1.0000,0.9567,76165.94,179801023.8,0.5477,
5608,-1008.16,665.21,0.00,-7.09,4.68,150.00,0.9500,0.9500,0.5853,0.7723,0.8866,1.0000,1.0000,0.9472,73003.16,179804056.7,0.5438,
1989,-537.76,-143.02,0.00,-8.21,-2.18,150.00,0.9500,0.9500,0.6472,0.7643,0.9388,0.9996,1.0000,0.9999,80733.48,179817978.4,0.5558,
3094,741.82,33.56,0.00,8.49,0.38,150.00,0.9500,0.9500,0.6507,0.7900,0.9232,0.9896,1.0000,0.9990,81162.79,179820934.4,0.5491,
5607,-1024.68,639.47,0.00,-7.21,4.50,150.00,0.9500,0.9500,0.5841,0.7707,0.8866,1.0000,1.0000,0.9472,72856.76,179865866.8,0.5466,
2246,-590.99,-126.66,0.00,-8.31,-1.78,150.00,0.9500,0.9500,0.6415,0.7605,0.9347,1.0000,1.0000,0.9999,80014.87,179879747.6,0.5527,
4950,997.63,384.67,0.00,7.93,3.06,150.00,0.9500,0.9500,0.6233,0.7901,0.8972,1.0000,1.0000,0.9744,77750.76,179885108.2,0.5467,
785,164.01,-271.07,0.00,4.40,-7.27,150.00,0.9500,0.9500,0.6972,0.8053,0.9592,1.0000,1.0000,1.0000,86961.01,179886988.2,0.5848,
6169,801.02,1035.60,0.00,5.20,6.72,150.00,0.9500,0.9500,0.5845,0.8045,0.8790,1.0000,1.0000,0.9159,72908.12,179899842.3,0.5502,
5927,921.23,854.51,0.00,6.23,5.78,150.00,0.9500,0.9500,0.5946,0.8008,0.8829,1.0000,1.0000,0.9318,74164.24,179904934.5,0.5490,
725,115.50,-279.91,0.00,3.24,-7.86,150.00,0.9500,0.9500,0.6980,0.8053,0.9604,1.0000,1.0000,1.0000,87067.68,179911564.7,0.5859,
2118,-564.40,-135.45,0.00,-8.27,-1.98,150.00,0.9500,0.9500,0.6444,0.7623,0.9367,1.0000,1.0000,0.9999,80374.23,179922698.6,0.5544,
3985,896.58,152.02,0.00,8.38,1.42,150.00,0.9500,0.9500,0.6409,0.7863,0.9097,1.0000,1.0000,0.9927,79938.26,179964221.6,0.5462,
6471,613.12,1216.14,0.00,3.83,7.59,150.00,0.9500,0.9500,0.5729,0.8072,0.8751,1.0000,1.0000,0.8987,71465.24,179970868.4,0.5554,
795,-185.46,-273.97,0.00,-4.76,-7.04,150.00,0.9500,0.9500,0.6814,0.7881,0.9580,1.0000,1.0000,1.0000,84999.50,180004566.8,0.5817,
1019,293.37,-216.80,0.00,6.84,-5.05,150.00,0.9500,0.9500,0.6787,0.8077,0.9552,0.9748,1.0000,1.0000,84657.52,180036862.6,0.5793,
4355,-951.26,259.92,0.00,-8.20,2.24,150.00,0.9500,0.9500,0.5963,0.7608,0.9036,0.9743,1.0000,0.9864,74376.89,180042516.4,0.5464,
3629,834.43,81.88,0.00,8.46,0.83,150.00,0.9500,0.9500,0.6474,0.7863,0.9154,1.0000,1.0000,0.9966,80748.33,180082788.3,0.5471,
6170,826.98,1014.99,0.00,5.37,6.59,150.00,0.9500,0.9500,0.5840,0.8038,0.8790,1.0000,1.0000,0.9159,72845.69,180103103.4,0.5544,
728,25.94,-301.69,0.00,0.73,-8.47,150.00,0.9500,0.9500,0.6914,0.7977,0.9604,1.0000,1.0000,1.0000,86246.57,180107117.0,0.5858,
1110,314.18,-215.83,0.00,7.01,-4.81,150.00,0.9500,0.9500,0.6832,0.8049,0.9537,0.9861,1.0000,1.0000,85220.90,180110058.3,0.5783,
1806,505.33,-82.75,0.00,8.39,-1.37,150.00,0.9500,0.9500,0.6648,0.8034,0.9425,0.9728,1.0000,1.0000,82924.71,180113008.0,0.5598,
2827,-712.00,19.71,0.00,-8.50,0.24,150.00,0.9500,0.9500,0.6202,0.7636,0.9257,0.9728,1.0000,0.9994,77354.51,180137796.5,0.5473,
5684,973.19,715.39,0.00,6.85,5.03,150.00,0.9500,0.9500,0.6032,0.7978,0.8866,1.0000,1.0000,0.9449,75242.61,180146563.1,0.5491,
4456,936.89,307.75,0.00,8.08,2.65,150.00,0.9500,0.9500,0.6226,0.7909,0.9036,0.9793,1.0000,0.9857,77662.19,180186290.8,0.5511,
4605,-980.34,308.32,0.00,-8.11,2.55,150.00,0.9500,0.9500,0.6000,0.7614,0.9004,0.9882,1.0000,0.9814,74840.17,180208364.8,0.5434,
5861,-942.57,830.91,0.00,-6.38,5.62,150.00,0.9500,0.9500,0.5796,0.7789,0.8829,1.0000,1.0000,0.9338,72297.35,180229186.0,0.5466,
1046,-298.55,-236.97,0.00,-6.66,-5.28,150.00,0.9500,0.9500,0.6670,0.7809,0.9537,0.9924,1.0000,1.0000,83202.24,180257877.2,0.5771,
668,-25.94,-301.69,0.00,-0.73,-8.47,150.00,0.9500,0.9500,0.6896,0.7956,0.9604,1.0000,1.0000,1.0000,86016.86,180260939.8,0.5858,
1733,-494.86,-131.61,0.00,-8.21,-2.18,150.00,0.9500,0.9500,0.6382,0.7713,0.9425,0.9728,1.0000,1.0000,79607.34,180275624.4,0.5604,
3904,-901.36,120.49,0.00,-8.43,1.13,150.00,0.9500,0.9500,0.6164,0.7561,0.9097,1.0000,1.0000,0.9930,76886.64,180282936.1,0.5419,
727,56.48,-297.49,0.00,1.59,-8.35,150.00,0.9500,0.9500,0.6932,0.7997,0.9604,1.0000,1.0000,1.0000,86464.11,180306299.5,0.5863,
954,-277.73,-236.50,0.00,-6.47,-5.51,150.00,0.9500,0.9500,0.6637,0.7845,0.9552,0.9814,1.0000,1.0000,82785.50,180311939.4,0.5785,
3006,-742.54,7.53,0.00,-8.50,0.09,150.00,0.9500,0.9500,0.6236,0.7598,0.9232,0.9861,1.0000,0.9990,77783.59,180312384.6,0.5459,
1504,-428.18,-196.11,0.00,-7.73,-3.54,150.00,0.9500,0.9500,0.6574,0.7699,0.9460,1.0000,1.0000,1.0000,81994.14,180322235.0,0.5652,
3451,803.07,64.61,0.00,8.47,0.68,150.00,0.9500,0.9500,0.6509,0.7874,0.9180,1.0000,1.0000,0.9977,81188.31,180339140.1,0.5485,
1604,-464.48,-160.75,0.00,-8.03,-2.78,150.00,0.9500,0.9500,0.6536,0.7709,0.9443,0.9948,1.0000,1.0000,81520.78,180342752.8,0.5609,
4853,-1015.82,333.67,0.00,-8.08,2.65,150.00,0.9500,0.9500,0.6006,0.7604,0.8972,1.0000,1.0000,0.9754,74910.77,180389229.2,0.5455,
5196,1012.14,465.81,0.00,7.72,3.55,150.00,0.9500,0.9500,0.6169,0.7916,0.8937,1.0000,1.0000,0.9662,76951.78,180416783.7,0.5514,
670,-86.44,-290.20,0.00,-2.43,-8.15,150.00,0.9500,0.9500,0.6893,0.7952,0.9604,1.0000,1.0000,1.0000,85975.41,180421055.8,0.5847,
4854,-1007.05,359.29,0.00,-8.01,2.86,150.00,0.9500,0.9500,0.6019,0.7621,0.8972,1.0000,1.0000,0.9754,75074.02,180440449.6,0.5435,
3272,771.36,48.46,0.00,8.48,0.53,150.00,0.9500,0.9500,0.6544,0.7887,0.9207,1.0000,1.0000,0.9985,81623.29,180442582.8,0.5496,
3544,-836.79,52.58,0.00,-8.48,0.53,150.00,0.9500,0.9500,0.6224,0.7559,0.9154,1.0000,1.0000,0.9967,77634.52,180457650.7,0.5432,
6168,774.54,1055.55,0.00,5.03,6.85,150.00,0.9500,0.9500,0.5850,0.8051,0.8790,1.0000,1.0000,0.9159,72967.21,180483937.7,0.5521,
1561,440.68,-166.13,0.00,7.95,-3.00,150.00,0.9500,0.9500,0.6818,0.7985,0.9460,1.0000,1.0000,1.0000,85043.25,180486895.7,0.5675,
5195,1000.03,491.29,0.00,7.63,3.75,150.00,0.9500,0.9500,0.6179,0.7929,0.8937,1.0000,1.0000,0.9662,77074.41,180487374.7,0.5493,
671,-115.50,-279.91,0.00,-3.24,-7.86,150.00,0.9500,0.9500,0.6899,0.7959,0.9604,1.0000,1.0000,1.0000,86049.83,180499929.9,0.5860,
5609,-990.99,690.52,0.00,-6.97,4.86,150.00,0.9500,0.9500,0.5862,0.7738,0.8866,1.0000,1.0000,0.9467,73115.38,180543193.6,0.5465,
6418,-613.12,1216.14,0.00,-3.83,7.59,150.00,0.9500,0.9500,0.5651,0.7948,0.8751,1.0000,1.0000,0.9003,70492.07,180546901.0,0.5552,
2914,710.88,44.66,0.00,8.48,0.53,150.00,0.9500,0.9500,0.6464,0.7936,0.9257,0.9756,1.0000,0.9994,80628.46,180559953.9,0.5547,
1935,524.97,-99.18,0.00,8.35,-1.58,150.00,0.9500,0.9500,0.6688,0.7985,0.9406,0.9866,1.0000,1.0000,83423.43,180582816.4,0.5608,
844,212.36,-253.69,0.00,5.46,-6.52,150.00,0.9500,0.9500,0.6975,0.8067,0.9580,1.0000,1.0000,1.0000,87005.72,180593401.3,0.5861,
1413,-404.13,-202.23,0.00,-7.60,-3.80,150.00,0.9500,0.9500,0.6604,0.7722,0.9477,1.0000,1.0000,1.0000,82376.74,180616796.6,0.5677,
5926,899.30,877.56,0.00,6.08,5.94,150.00,0.9500,0.9500,0.5952,0.8017,0.8829,1.0000,1.0000,0.9318,74246.00,180622431.4,0.5513,
669,-56.48,-297.49,0.00,-1.59,-8.35,150.00,0.9500,0.9500,0.6892,0.7951,0.9604,1.0000,1.0000,1.0000,85964.38,180640290.5,0.5863,
4455,928.79,331.37,0.00,8.01,2.86,150.00,0.9500,0.9500,0.6239,0.7923,0.9036,0.9796,1.0000,0.9857,77824.71,180662635.7,0.5516,
5439,991.07,601.19,0.00,7.27,4.41,150.00,0.9500,0.9500,0.6115,0.7955,0.8903,1.0000,1.0000,0.9567,76277.73,180682705.6,0.5505,
4703,963.47,357.55,0.00,7.97,2.96,150.00,0.9500,0.9500,0.6267,0.7911,0.9004,0.9943,1.0000,0.9805,78176.39,180694324.7,0.5501,
6117,-801.02,1035.60,0.00,-5.20,6.72,150.00,0.9500,0.9500,0.5734,0.7875,0.8790,1.0000,1.0000,0.9178,71522.43,180702360.9,0.5501,
4149,-237.43,917.53,0.00,-2.13,8.23,150.00,0.9500,0.9500,0.5630,0.8162,0.9067,0.8523,1.0000,0.9892,70230.00,180724964.6,0.5681,
734,-164.01,-271.07,0.00,-4.40,-7.27,150.00,0.9500,0.9500,0.6860,0.7924,0.9592,1.0000,1.0000,1.0000,85565.42,180740566.8,0.5848,
3365,-804.84,36.41,0.00,-8.49,0.38,150.00,0.9500,0.9500,0.6258,0.7571,0.9180,1.0000,1.0000,0.9977,78062.72,180747378.2,0.5448,
1471,417.11,-173.90,0.00,7.85,-3.27,150.00,0.9500,0.9500,0.6844,0.8002,0.9477,1.0000,1.0000,1.0000,85365.37,180752092.6,0.5699,
3807,864.04,130.96,0.00,8.40,1.27,150.00,0.9500,0.9500,0.6451,0.7873,0.9125,1.0000,1.0000,0.9949,80460.71,180756595.1,0.5487,
1321,-380.19,-206.94,0.00,-7.47,-4.06,150.00,0.9500,0.9500,0.6638,0.7748,0.9493,1.0000,1.0000,1.0000,82798.51,180772458.0,0.5699,
1862,-519.50,-124.68,0.00,-8.27,-1.98,150.00,0.9500,0.9500,0.6435,0.7690,0.9406,0.9857,1.0000,1.0000,80269.73,180778065.6,0.5583,
4169,237.43,917.53,0.00,2.13,8.23,150.00,0.9500,0.9500,0.5603,0.8229,0.9067,0.8413,1.0000,0.9891,69888.61,180792971.1,0.5682,
724,143.36,-266.71,0.00,4.02,-7.49,150.00,0.9500,0.9500,0.7011,0.8088,0.9604,1.0000,1.0000,1.0000,87446.34,180799926.4,0.5875,
4949,987.57,409.80,0.00,7.85,3.26,150.00,0.9500,0.9500,0.6243,0.7914,0.8972,1.0000,1.0000,0.9742,77865.55,180821992.4,0.5499,
3185,-772.59,21.39,0.00,-8.50,0.24,150.00,0.9500,0.9500,0.6293,0.7584,0.9207,1.0000,1.0000,0.9985,78490.49,180851448.0,0.5460,
415,191.70,-136.63,0.00,6.92,-4.93,150.00,0.9500,0.9500,0.6820,0.8586,0.9660,0.9111,1.0000,1.0000,85070.99,180857327.9,0.5660,
364,-32.08,-233.22,0.00,-1.16,-8.42,150.00,0.9500,0.9500,0.6920,0.8282,0.9660,0.9585,1.0000,1.0000,86315.88,180902120.0,0.5804,
1138,-335.25,-213.67,0.00,-7.17,-4.57,150.00,0.9500,0.9500,0.6708,0.7805,0.9523,1.0000,1.0000,1.0000,83674.65,180906126.8,0.5738,
1230,-357.62,-210.96,0.00,-7.32,-4.32,150.00,0.9500,0.9500,0.6671,0.7774,0.9508,1.0000,1.0000,1.0000,83215.92,180912332.3,0.5720,
2572,654.87,-42.41,0.00,8.48,-0.55,150.00,0.9500,0.9500,0.6640,0.7911,0.9303,1.0000,1.0000,0.9997,82829.21,180916245.7,0.5546,
1380,393.55,-180.25,0.00,7.73,-3.54,150.00,0.9500,0.9500,0.6872,0.8021,0.9493,1.0000,1.0000,1.0000,85720.95,180932799.8,0.5721,
5862,-921.23,854.51,0.00,-6.23,5.78,150.00,0.9500,0.9500,0.5807,0.7804,0.8829,1.0000,1.0000,0.9338,72429.23,180935100.4,0.5489,
6116,-826.98,1014.99,0.00,-5.37,6.59,150.00,0.9500,0.9500,0.5725,0.7863,0.8790,1.0000,1.0000,0.9178,71408.07,180963472.5,0.5542,
5105,-1023.61,440.03,0.00,-7.81,3.36,150.00,0.9500,0.9500,0.5965,0.7644,0.8937,1.0000,1.0000,0.9675,74406.86,180976146.4,0.5483,
1290,371.31,-185.81,0.00,7.60,-3.80,150.00,0.9500,0.9500,0.6900,0.8041,0.9508,1.0000,1.0000,1.0000,86068.34,180987646.5,0.5740,
2504,-652.02,-74.32,0.00,-8.45,-0.96,150.00,0.9500,0.9500,0.6382,0.7603,0.9303,1.0000,1.0000,0.9997,79608.45,180998373.2,0.5512,
1199,349.17,-190.06,0.00,7.47,-4.06,150.00,0.9500,0.9500,0.6931,0.8064,0.9523,1.0000,1.0000,1.0000,86451.39,181020973.9,0.5758,
2062,549.14,-89.92,0.00,8.39,-1.37,150.00,0.9500,0.9500,0.6751,0.7969,0.9388,1.0000,1.0000,1.0000,84207.22,181027561.6,0.5604,
423,32.08,-233.22,0.00,1.16,-8.42,150.00,0.9500,0.9500,0.7011,0.8312,0.9660,0.9675,1.0000,1.0000,87451.29,181038792.4,0.5804,
665,96.74,-273.13,0.00,2.84,-8.01,150.00,0.9500,0.9500,0.7022,0.8092,0.9615,1.0000,1.0000,1.0000,87586.76,181040264.5,0.5891,
2445,627.82,-56.07,0.00,8.47,-0.76,150.00,0.9500,0.9500,0.6667,0.7923,0.9325,1.0000,1.0000,0.9998,83158.99,181103630.6,0.5563,
3725,-868.10,100.59,0.00,-8.44,0.98,150.00,0.9500,0.9500,0.6204,0.7570,0.9125,1.0000,1.0000,0.9951,77386.05,181104909.9,0.5446,
4356,-944.38,283.93,0.00,-8.14,2.45,150.00,0.9500,0.9500,0.5977,0.7625,0.9036,0.9744,1.0000,0.9864,74551.37,181136937.4,0.5500,
5357,-1005.97,575.91,0.00,-7.38,4.22,150.00,0.9500,0.9500,0.5929,0.7700,0.8903,1.0000,1.0000,0.9583,73951.12,181144391.1,0.5477,
5356,-1020.23,550.25,0.00,-7.48,4.03,150.00,0.9500,0.9500,0.5916,0.7684,0.8903,1.0000,1.0000,0.9583,73798.89,181155092.0,0.5499,
931,240.11,-251.64,0.00,5.87,-6.15,150.00,0.9500,0.9500,0.6942,0.8041,0.9566,1.0000,1.0000,1.0000,86593.90,181184305.0,0.5868,
2376,-624.34,-86.64,0.00,-8.42,-1.17,150.00,0.9500,0.9500,0.6410,0.7618,0.9325,1.0000,1.0000,0.9998,79950.88,181230818.8,0.5532,
2317,600.52,-68.45,0.00,8.45,-0.96,150.00,0.9500,0.9500,0.6695,0.7938,0.9347,1.0000,1.0000,0.9999,83510.47,181239354.3,0.5579,
3093,740.19,59.55,0.00,8.47,0.68,150.00,0.9500,0.9500,0.6527,0.7921,0.9232,0.9900,1.0000,0.9990,81414.66,181243505.9,0.5528,
784,190.73,-252.98,0.00,5.12,-6.79,150.00,0.9500,0.9500,0.7008,0.8095,0.9592,1.0000,1.0000,1.0000,87412.44,181243751.6,0.5880,
4606,-972.21,333.05,0.00,-8.04,2.75,150.00,0.9500,0.9500,0.6014,0.7630,0.9004,0.9884,1.0000,0.9814,75019.61,181243908.3,0.5468,
1018,307.61,-196.06,0.00,7.17,-4.57,150.00,0.9500,0.9500,0.6815,0.8114,0.9552,0.9745,1.0000,1.0000,85011.89,181254570.1,0.5803,
6118,-774.54,1055.55,0.00,-5.03,6.85,150.00,0.9500,0.9500,0.5743,0.7888,0.8790,1.0000,1.0000,0.9178,71634.24,181256236.8,0.5519,
5925,876.79,900.05,0.00,5.93,6.09,150.00,0.9500,0.9500,0.5957,0.8025,0.8829,1.0000,1.0000,0.9315,74302.79,181285847.4,0.5537,
5610,-973.19,715.39,0.00,-6.85,5.03,150.00,0.9500,0.9500,0.5873,0.7753,0.8866,1.0000,1.0000,0.9467,73258.26,181333599.6,0.5490,
1990,-544.09,-116.61,0.00,-8.31,-1.78,150.00,0.9500,0.9500,0.6495,0.7671,0.9388,0.9995,1.0000,0.9999,81017.94,181343366.2,0.5580,
4855,-997.63,384.67,0.00,-7.93,3.06,150.00,0.9500,0.9500,0.6032,0.7637,0.8972,1.0000,1.0000,0.9754,75236.41,181410576.5,0.5467,
5194,987.27,516.45,0.00,7.53,3.94,150.00,0.9500,0.9500,0.6189,0.7941,0.8937,1.0000,1.0000,0.9662,77194.38,181421546.5,0.5524,
2190,574.92,-79.79,0.00,8.42,-1.17,150.00,0.9500,0.9500,0.6722,0.7952,0.9367,1.0000,1.0000,0.9999,83846.37,181448767.4,0.5598,
955,-293.37,-216.80,0.00,-6.84,-5.05,150.00,0.9500,0.9500,0.6649,0.7871,0.9552,0.9801,1.0000,1.0000,82941.31,181457684.4,0.5793,
2247,-596.46,-97.67,0.00,-8.39,-1.37,150.00,0.9500,0.9500,0.6439,0.7634,0.9347,1.0000,1.0000,0.9999,80318.90,181475383.8,0.5552,
3628,831.05,111.09,0.00,8.43,1.13,150.00,0.9500,0.9500,0.6491,0.7884,0.9154,1.0000,1.0000,0.9965,80961.94,181490908.0,0.5511,
